"Y","ID","Operator","Date","Priority","Price","Speed","Duration","Temp","Location","Agreed","State","Class","Surface","sensor1","sensor2","sensor3","sensor4","sensor5","sensor6","sensor7","sensor8","sensor9","sensor10","sensor11","sensor12","sensor13","sensor14","sensor15","sensor16","sensor17","sensor18","sensor19","sensor20","sensor21","sensor22","sensor23","sensor24","sensor25","sensor26","sensor27","sensor28","sensor29","sensor30"
24.73948307505,"G10016","HI",2020-07-04,"Medium","Expensive","Slow","Long","Hot","Control room","No","Checked","Wooden","Textured",38.9973545193157,39.8836071558837,35.4508393788629,30.8633879534897,43.8930171734966,41.3185037682495,42.3049874188178,42.9142762859138,29.792583800325,36.9717145360702,81.8811056226245,92.5977676276545,110.989242087179,103.894051365664,97.5738834532751,89.8141735586149,94.9826937184296,90.3561845266724,91.894777787493,90.9104197843584,39.7082097250371,18.1126828045781,29.2419455449694,2.75925065876444,23.0045179964834,30.867547853642,21.4841115439811,30.6945880775875,27.4594493849824,10.3642898005306
11.5351966528813,"G10017","LM",2020-07-10,"Medium","Cheap",NA,"Short","Warm","Storage tanks","Yes","Under review",NA,"Rough",17.697904003884,6.94128588820316,18.5125394590953,13.2880153394161,7.2742033255898,7.22880096078282,11.7804584602206,13.5212030682687,NA,9.66740631750957,30.1416456078554,37.8825623080455,60.3334804406087,38.3247760944484,51.5311288363893,45.8797293034824,36.2463518656099,36.1711577748776,NA,46.8013005003264,3.02218348670372,1.80962392822973,NA,7.03141498998726,18.017946749799,-9.26099231695218,NA,-13.9235332880699,-2.50339360835894,-6.18387358709783
17.7267550194655,"G10018","HI",2020-07-17,"Medium","Cheap","Slow","Long","Cold","Storage tanks","Yes","Under review","Plastic","Textured",NA,7.61985310045797,20.582110891497,19.5103117578685,8.62503866984339,13.5197474456021,21.7495495244116,23.3257994194387,14.1827938223442,15.3970556621107,87.6543000071322,79.8999439142938,NA,NA,81.0539738795048,57.147285253221,78.4206924356839,75.9693347970059,67.7977731023429,67.7918449766464,45.1964208011648,71.0340149983506,62.4045474144064,86.1175117026658,57.134099757863,56.4946492810306,NA,NA,58.9759006173321,59.4846241179932
24.4985402749112,"G10019","LM",2020-07-25,"Medium","Cheap","Medium","Short","Hot","Control room","No","Uncertain","Ceramic","Rough",24.3101599787735,39.7815076374386,29.7413486428913,41.1040927274198,32.570670790659,35.6359188682157,38.6082039373897,28.5903990136477,30.1533214470754,28.2741858653873,99.4834567278185,82.9209571828137,96.7678669534756,83.485726360333,91.7883337976734,87.7684411646222,107.256425809433,89.4461203432267,93.8341629574547,98.3368304096005,-48.1067462474168,-35.6763651420105,-38.5904939957987,-41.4729843534882,-47.2814716357531,-43.0806273570417,-44.6634969392528,-25.8539969610677,-32.76345366481,-55.2199520961212
27.3648671914954,"G10020","HI",2020-07-31,"High","Cheap","Medium","Short","Warm","Steam plant","Yes","Checked","Ceramic","Smooth",14.7105149743062,8.56397791023267,5.37820827232748,23.3642928716849,6.90197365143752,14.9498590862729,7.4256093004093,14.2441326413215,12.4699063043453,15.2507658725423,106.949529056326,94.682845134531,92.6226368355872,83.9868180560524,104.796341927726,81.569748703198,91.370137594169,88.3675653265494,87.6207005909941,96.7782038257616,85.9044946363079,73.941797618937,91.0186823532095,75.0756371586901,53.427541666711,75.9839193518965,75.9174415838608,73.0344140487517,80.6066692909579,89.0949620958798
15.3155864754171,"G10021","HI",2020-08-08,"Low","Expensive","Medium","Very Long","Warm","Steam plant","No","Under review","Wooden","Textured",9.23596665104721,21.0759944645208,3.32797250075603,20.4645678811435,20.5116756405889,13.8674110344945,18.4383266608883,9.81809357734057,13.7020198090239,13.4033558911765,113.335423183168,99.4398567350555,94.6046822325495,90.6859032878925,103.857736707208,112.481354880816,84.2175240497638,91.6063807368046,103.22821855497,89.9384827656732,11.5748680203632,15.4877599130706,25.481640429915,3.28969916392577,-12.7288821539627,6.68154453318766,5.3966643148798,1.94926800852275,0.264522546914348,7.14056316477237
6.48959281171923,"G10022","LM",2020-08-15,"Medium","Cheap","Fast","Very Long","Hot","Steam plant","Yes","Checked","Wooden","Smooth",3.81506283183188,0.0474594997013025,-1.34820104163864,6.4526585529763,5.3039942289943,-6.0192939975681,7.51617480345234,3.05039398834866,-0.845142275195763,3.23766513453184,27.8337472149089,23.8228477756557,30.6941683551135,27.2546205048129,58.9492730327691,35.1398789223277,41.9323139829893,42.1383827527452,33.0658557463257,26.1989791912175,-27.2670624478805,-7.86247650525472,5.69825593070959,-7.0027069693902,21.6558067343906,13.7398795643715,-19.9532552444658,-10.9204467310865,-10.0345201153483,3.72225748603512
18.959068233261,"G10023","JK",2020-08-21,"High","Cheap","Medium","Very Long","Warm","Storage tanks","Yes","Uncertain","Wooden","Rough",30.1592014394161,28.334051251256,32.0285323170825,27.6484573851596,34.6918472459524,29.2440503428672,36.6040657436601,35.65076218064,26.4558577722045,35.7001582645968,79.8216136497837,78.9024848804448,88.7293316967595,69.611972510589,82.1143899941232,86.9178348807956,69.5774299773358,78.1475168185976,79.8770006405928,76.7892814653415,3.56000091487252,-10.3288386084281,18.5042775679175,-6.36574562004956,28.5820766349339,18.8007031806745,7.53088119056564,10.1451071122006,9.8486699872465,5.94729437364822
19.0428683571114,"G10024","HI",2020-08-28,"Medium","Expensive","Fast","Short","Hot","Control room","No","Uncertain","Ceramic","Rough",39.6918734394934,42.1651748540023,46.7429159155357,40.2982526230245,37.6046960432129,40.2567836240803,47.5725303131447,36.1392259832725,36.591907884077,43.5394785621127,66.7099115506714,56.4883341578495,67.9292148927161,73.6574920304827,69.1191267150551,64.4674695025632,56.7436172119184,64.1135068715361,64.5505348229732,50.1860483462696,25.8678505262338,-1.66703050545565,3.15271943217,15.6743598700434,3.84785056009707,3.90564679803526,14.9517476826384,13.1930795493195,29.6295271983406,-9.24857152258485
22.8217992769847,"G10025","JK",2020-09-04,"Medium","Cheap","Medium","Short","Hot","Steam plant","Yes","Checked","Ceramic","Textured",33.7987510478658,28.0035308696903,23.0917462533372,24.3330212213649,21.5256695600255,18.6148628953359,23.5476477583897,21.2455900658292,NA,19.8920903177112,78.3607328833402,67.7895124024137,88.4011083433191,73.9962539538943,71.8884497993593,77.659444520149,79.2116975520316,64.3937305846596,72.3285371195075,69.7861721189059,-66.5440536572075,-41.1245048771917,-50.0490581742449,-24.6680908572274,-50.5252909525945,-52.6481658732381,-49.1922783726146,-64.1712032168556,-34.5239171646891,-57.3458460602859
24.1076776823947,"G10026","HI",2020-09-12,"Medium","Cheap","Medium","Short",NA,"Steam plant","Yes","Checked","Wooden","Rough",15.8451585860688,22.9860899450959,17.3265598000652,13.8004542137171,11.4188802626764,16.5047459876323,15.9188196520809,14.4687815684774,8.19989603068117,13.7256943681997,89.4401945035293,106.869865190962,84.604505483907,95.7796154424952,92.947426812762,97.5149347421924,NA,NA,NA,91.202904376203,-19.5438455318802,-31.0865579960634,NA,-23.2792609591909,-12.9240454960996,-19.6649346827065,-36.2874572144292,-43.9961686074667,-24.2189769621228,-37.293805204441
9.08395305273646,"G10027","LM",2020-09-19,"Low","Expensive","Slow","Long","Hot","Control room","Yes","Checked","Ceramic","Textured",-3.82543069218118,7.96691153722126,10.5510909938745,2.87723484628642,NA,3.68635747061557,5.1885546445967,7.02227369094932,NA,-2.62306165439262,32.7510756351798,34.4013359457082,21.6144121298234,10.2593789961031,35.8551847665009,29.724880027456,29.6318551840262,32.245572234956,NA,31.3901773718581,-6.91997701135066,6.16985429954543,9.26952692416446,5.55540745214609,-13.1212594259537,NA,NA,12.275017675398,24.0824130364922,-2.52154856577853
7.50738857885085,"G10028","HI",2020-09-25,"Medium","Cheap","Fast","Short","Hot","Control room","Yes","Under review","Wooden","Textured",1.35869853220714,-0.660520426217809,1.05714658505449,3.24743429345316,4.93117513217088,1.02043294168624,0.466210376149783,-0.659589047920578,1.94065460658045,-0.367034382695475,44.4428224133689,35.961563786206,38.2119415369786,38.1946706858036,39.7914240404105,38.3394601910543,25.1738416735858,23.7750710831887,34.6756959512011,43.5738434503117,60.7774767460418,68.9382951385731,45.1504997904907,61.0054662062084,62.7207906129637,65.6273155531598,86.2299195606981,86.6974164595445,72.0846663880117,77.3632834225184
8.78005679460726,"G10029","LM",2020-10-03,"Medium","Cheap","Medium","Very Long","Warm","Control room","No","Checked","Wooden","Textured",17.7761458468335,21.1427814744562,19.9345942105479,11.919708680051,19.1427891303041,15.5945714743536,9.83903004640221,4.42004196633654,NA,12.1723502703793,72.3406193422289,74.7535339414098,74.0120952129742,96.9062470217285,92.4505650267622,86.5525702989129,78.934904085656,81.6962078387105,89.0672997124571,63.0059482034631,79.0210635740831,78.4461171792756,69.6964009646403,100.219949656305,95.4972620352573,79.4729988878017,79.8675736871823,68.1454111692003,79.0989858647627,97.8057715526765
18.9342685308962,"G10030","HI",2020-10-10,"Medium","Fair","Slow","Long","Hot","Control room","Yes","Under review","Wooden","Rough",3.88367690394991,17.7381587096874,9.17449574741469,16.1269014654034,17.8880131790368,14.6639022176798,19.1772383872119,21.5516014812349,NA,18.0932095412723,66.4653950558324,58.7190881073477,54.1656474800197,50.8268271748226,62.5736639366224,51.5682058045585,69.7298215616394,40.3882311848861,62.5819205471233,48.1648351265415,92.7677219865174,116.623277600272,74.7725164699675,71.7181717443262,64.0023620401478,72.4478931617771,62.5536598522791,86.6714360895957,71.4890237924727,60.3919055840252
20.5946720270276,"G10031","HI",2020-10-17,"Medium","Cheap",NA,"Short",NA,"Steam plant","Yes","Uncertain",NA,"Rough",23.8196834755851,24.7832018978543,16.217870204459,16.6924114533021,18.1892665513803,NA,29.9244099493742,NA,NA,26.4455695017671,98.1707019831931,81.4378563895991,112.793397439923,99.2432131688965,112.889129152496,99.7483752199036,99.0049062159401,102.908819597914,117.724888149915,104.976137099797,58.8621555861092,72.8373262926922,51.096996898855,65.0400062793209,63.6600930211209,37.8522114374625,61.3051242129457,43.5353990775852,60.8085740104319,58.4803276714643
21.4732343500056,"G10032","HI",2020-10-24,"High","Cheap","Medium","Short","Hot","Control room","No","Under review","Plastic","Smooth",3.46379938711862,5.27303933714876,-0.511717500972748,-2.40223811633228,-1.29573133831469,-3.78450968783345,6.46505825687492,8.65577423509393,8.07665738290601,-2.61867338956038,77.975530423517,83.4360368027094,72.3586525598413,78.3958110070547,82.3095974019953,85.172836225281,74.298367558008,87.9387284061975,69.7736780325252,75.8033585319494,-48.1691544389466,-51.0607263370279,-42.8156352499958,-46.2500073578514,-48.2913531286207,-50.2046215761151,-64.7122725876014,-25.0163107296467,-54.5901716506818,-87.6334670050004
29.4496265753006,"G10033","HI",2020-10-30,"High","Fair","Medium","Long","Warm","Control room","Yes","Under review","Ceramic","Smooth",7.50951363440342,9.29783130156736,3.6494762585924,9.22539257751938,3.30678609939793,14.9074484313871,10.4181537426171,17.1426908843897,-0.512296400490277,3.72709755633393,85.1112494227745,72.0777564079758,85.5004054117519,85.9743932961565,80.5737685174882,92.8616046352337,74.709356542083,87.8266916785136,89.5020392076692,72.960581315623,86.2598908838232,106.670419842317,83.0534296426741,76.4996277009061,77.3031815729195,74.7799054224637,88.0736231249459,79.3869673913912,95.5728970340666,94.1014160547713
23.4755646552181,"G10034","HI",2020-11-07,"Medium","Cheap","Medium","Short","Warm","Control room","Yes","Uncertain","Metal","Smooth",17.5814050406254,27.0083239805338,25.6526409143308,19.5561284792255,20.4388487877711,18.9243114984466,16.8795784445392,28.8840263910602,NA,14.1747633665501,64.8965216884951,68.7471304642841,68.9499746038279,78.3385153504473,65.3359522905253,80.8491346133583,71.4220023370429,73.9178367001554,57.3961010414679,69.4787170967082,76.6571130076439,52.0161472073734,48.3174411632107,62.4182818270485,21.9959396096352,57.9100302919997,38.9252298256823,33.3033728708375,33.2079149166641,38.3494270258467
34.1625289190476,"G10035","LM",2020-11-14,"Low","Expensive","Fast",NA,"Hot",NA,"Yes","Uncertain","Wooden","Smooth",26.6347020169237,24.6129448717031,26.0898370209139,28.7408866378428,28.7412982012099,26.9276108866865,19.0987520760212,21.5268248674702,30.540837206946,25.9451386034108,90.5411060401559,88.6937592317626,94.0390211329795,90.9928751094089,81.8606444528193,85.3758202135002,92.8451078304807,98.4327813440247,103.724491629721,97.4361126575305,115.36230511939,NA,97.135141602868,NA,85.9459202741484,93.1329011225433,100.716348262153,86.5636518984321,NA,84.574904572241
21.6413151299439,"G10036","HI",2020-11-20,"High","Expensive","Fast","Short","Hot","Steam plant","No","Uncertain","Ceramic","Textured",42.8000552757054,35.4323623257313,37.1512539726145,32.1651590414542,36.9003225069478,35.2191566319077,39.5148638159954,37.8846709762238,28.8074036144339,32.6421256456182,32.3113904970873,11.4365074527481,32.1961121705626,33.7048718594444,42.8290142171957,31.2398427442017,36.2231013316024,32.2186785636286,41.2392109601414,44.6467249247942,51.8340725728948,67.5995257769239,58.0903698073705,65.2255807160601,52.7037112142564,71.6476615455522,61.3179600523093,38.9158866232927,40.9147842387148,60.5653598626686
27.485869103696,"G10037","HI",2020-11-27,"High","Cheap","Medium","Long","Hot","Storage tanks","No","Under review","Plastic","Smooth",0.0734893596165476,8.05788735876729,7.9309007286382,8.8283392544301,10.6623854834336,3.22593497836993,4.59913103767323,6.64878558780818,7.9853190813684,8.68066996808368,41.7619254562821,47.4058671358181,44.6305880385369,30.1285120781198,31.0831631428913,37.7235199292266,40.8297236496311,35.8383664134582,53.5453263835088,37.919536211905,12.9686575236341,-8.99216809857409,-17.9916903627524,-8.81795766291385,5.75609046333728,21.9122047473749,11.7678157453644,25.0782388273713,6.27459530585201,12.6008154947387
36.2192101775691,"G10038","HI",2020-12-04,"High","Expensive","Fast","Long","Warm","Steam plant","Yes","Uncertain","Wooden","Smooth",30.9378213831598,20.9652297895853,29.3529542010124,20.6890833147924,30.5707400585044,23.3717524016466,25.1095188478442,33.087736722479,NA,34.3937451775537,81.0665748810531,101.785483793058,88.939713180221,107.428872457379,103.413756913582,106.468111378956,93.9786594169198,100.559840083797,100.440385531322,117.293041654099,23.3825765066071,23.7029569138887,54.7535063117593,37.4554710939372,38.5486078256977,62.6722370033958,36.3493732610224,44.8219967871013,20.6202908257155,34.944143356892
28.7291521901529,"G10039","JK",2020-12-12,"Medium","Cheap","Medium","Short","Warm","Storage tanks","No","Under review","Wooden","Smooth",34.7845665081079,27.4637898095839,34.8639489916535,39.9613113479514,37.0239963074845,35.564608924722,38.9216439493986,32.0821649140109,31.3543496171418,35.2761616976132,50.5069677782116,52.0304723563196,56.5392655053637,60.3715137731612,67.1435346685329,44.9189463816461,54.6340731515996,66.6521051558436,57.9762927578682,71.1863721432132,22.4011783313747,50.6972592187538,73.2870246880318,34.0430620426145,33.5519602913077,33.477969195742,46.597021438914,29.9080748735983,53.0518513552151,48.8510114768237
22.8558105435376,"G10040","JK",2020-12-18,"Medium","Cheap","Medium","Short","Warm","Steam plant","No","Checked","Metal","Smooth",16.8269247813376,16.3682323400126,11.6877414401619,8.43879893080723,3.22368846242037,2.49247884711603,8.06759744424119,10.2211059688725,4.9297845653905,15.2804498840742,59.4330268252544,60.1464681675315,65.47869336675,72.9217017540554,54.8989871072656,67.1844126417968,62.4544728335852,53.7846890470452,56.7913607246571,48.7197560450845,78.0784719863002,87.792761682679,88.1333161999893,89.8786038516439,92.2239623845856,63.99195029106,94.9008744677895,94.0937711731561,78.2654501843271,101.669091515223
30.1337031718446,"G10041","HI",2020-12-25,"High","Expensive","Medium","Long","Hot","Storage tanks","Yes","Checked","Ceramic","Smooth",26.232016238897,20.8156719990708,13.7579672503536,27.3241982648605,17.4085730322097,21.1606809253001,9.395887170067,17.4016443773577,28.6445592581895,21.8737973967107,70.8098807378192,76.9634192822956,62.3552221908471,77.0845815190022,73.06091830307,82.2636993633621,85.5874340430464,85.6485591539218,89.3054612687591,77.2791374497804,-9.58006935932982,9.398623828767,15.3142367011123,-0.43115318941186,-26.0730043512635,-18.6412610961883,3.50485331829724,-12.9681998324272,-0.0577149228972622,7.89056903707488
16.7875186774338,"G10042","HI",2021-01-02,"High","Fair","Fast","Long","Hot","Storage tanks","No","Checked","Ceramic","Textured",22.732535137827,23.0448253725506,17.7260520766676,13.3958395951365,16.9515051381894,17.6522885179134,8.98384516614425,16.8375381586341,11.5648158788627,20.1004685237184,26.3711687564447,20.8608490154825,40.7925810106623,47.8599891813731,32.1498124253202,48.7447465175131,28.8981285998431,36.8272719930956,31.8376137715889,28.0294629738282,10.2458325830429,20.8360129595648,46.0956744730457,34.4755566128954,36.0889088420704,37.0088052563516,34.015789550036,51.7578799929725,47.0568038004396,56.5142757466688
29.8487290164766,"G10043","LM",2021-01-08,"Low","Expensive","Slow","Long",NA,"Control room","Yes","Under review","Wooden","Smooth",41.7833013617406,33.5161009120131,40.9418348551248,43.3801555714334,43.5070549274484,37.0204541017783,NA,38.2780375026064,26.4513082460308,32.5289415682124,66.4926710264912,56.3648844119289,NA,67.3069438427259,60.0554460632261,85.2707457483943,75.5412871722687,65.8252584612761,51.3345552335641,72.9135570020686,NA,58.4372997010357,51.7314793266996,63.9347806099975,88.2941805426078,83.4870612987331,84.2525026649185,NA,69.9303024571097,52.102239598768
19.2291410706491,"G10044","LM",2021-01-16,"Low","Expensive","Slow","Short","Warm","Control room","No","Uncertain","Wooden","Rough",32.7361917402958,26.4742805780037,30.3256516422365,25.968029605936,33.7498210647612,33.3502876435951,22.1562962148583,30.1035281342079,33.3122734283896,30.7477560600205,76.9263700490017,95.9246985899996,90.9588465533726,89.7569790456489,72.8581140347771,96.9084384476743,81.5396577454912,106.844578918405,90.9535755478054,92.3061779976445,59.4424336003136,85.0770029786675,76.4453660272066,97.4674989315311,82.5717409526625,73.1083085652245,93.4395754828581,78.4946737189849,85.8937312478082,87.0704272058699
24.044674172065,"G10045","HI",2021-01-23,"Low","Expensive","Fast","Long","Hot","Control room","Yes","Checked","Wooden","Textured",36.4232784463063,23.1631209060415,24.6310520200449,40.8267762383418,NA,21.9908836880425,NA,NA,26.3083124339535,33.2954314749221,80.2310097501747,NA,96.6794439578128,77.8475508236854,79.0678796333825,80.6947965151895,91.2105965451752,91.4355857801476,93.9370337407344,NA,42.4401968465029,34.8426376689879,23.8537327179478,40.2679718946007,25.6692907731296,42.1911997685127,36.7644068234967,46.382004812519,39.4050204496319,55.1214972758421
20.3836274639657,"G10046","HI",2021-01-30,"Medium","Cheap","Fast","Long","Hot","Steam plant","No","Checked","Wooden","Textured",7.7990057125478,2.39354348336487,9.79827688214613,1.21727245368361,11.0960219522636,3.89156533631451,10.6055509805827,2.00965107461338,6.76592251498035,6.35426973840702,72.0502674599415,67.4290870984165,68.2834242720867,72.5598809503998,72.1639140647307,53.8470527301979,91.1066662591264,77.6755161325348,50.6145395841283,97.54583118319,-31.7905630576772,-29.807544319063,-5.58113037140509,6.24332694634119,-9.15703943667272,-2.54580865282589,10.0197049722068,-32.7929122618866,6.76622499002093,-20.4320831214319
25.3433371473362,"G10047","LM",2021-02-05,"Low","Cheap","Fast","Long","Cold","Control room","No","Under review","Ceramic","Textured",42.3477049068774,35.7411727103428,28.6397001717292,32.187984304361,30.1070034645515,34.431526859311,43.3186478390454,34.7778901532851,31.3592902650644,35.4021193616231,108.830854613152,90.4376342163979,113.999335397075,99.1389873570701,91.1365202871575,99.8637191292887,102.753257061544,106.429120584106,106.171468871051,100.009580461687,13.3733745527769,24.7151287003696,22.6165646532711,19.2566619525672,6.89773754980573,19.485029147176,32.9675195408915,-6.18993070585617,26.4181929994223,7.40704818657817
10.2054362393081,"G10048","LM",2021-02-12,"High","Expensive","Slow","Short","Warm","Storage tanks","No","Under review","Ceramic","Textured",13.0778278211979,14.977403043367,15.8712516272247,26.2230222211125,12.9722308606145,17.01064482107,3.02754056073914,6.67760273515073,11.5218498686684,14.5195644175158,32.9615264497227,34.3021407490175,12.2641527051252,29.1293874758581,50.8103970631835,42.9964028332528,50.0624026712253,29.4870731388083,43.7779974090316,30.4757632712491,-20.7325052021767,-5.58531289037853,-18.4177510841338,-37.2607587097228,-14.5920203834749,-17.8800416944971,-22.7368220660726,-34.8281919987893,-8.41030552861676,-34.2103818206638
13.3832191713046,"G10049","HI",2021-02-20,"Medium","Expensive","Fast","Short","Warm","Steam plant","No","Uncertain","Ceramic","Rough",10.4633082917686,18.0753751733231,10.1496848365281,8.65852345908341,8.9645454974164,23.8150346355222,3.97335488725855,18.6629156843859,11.9051870107067,18.7224756292819,16.6922764996047,36.0446283344248,26.0222713680541,30.6931117717508,23.3001528591501,42.7474645928798,25.2950250720537,36.6916261510805,38.9240315303972,31.9610962426169,49.9931033659617,47.9848749686551,44.7981950986742,55.1743036953546,49.2759622895122,66.4864263138291,62.8801211593782,55.5486985524405,63.0011483259233,38.9634080311666
15.1884307369591,"G10050","HI",2021-02-27,"Medium","Expensive","Slow","Short","Warm","Control room","No","Under review","Ceramic","Textured",31.0016455016102,26.8877691297041,26.5092011310911,25.4563433466281,32.9303638165473,22.7848383175573,35.5931065653327,33.7690592268742,41.2324313265026,34.0181750039055,81.1439410558301,78.3973663276371,69.0181296479364,87.4772226135657,90.1341527543771,86.007351762897,76.8110064028943,78.6743849503926,73.7109666738573,75.8311817305262,-46.2745475996294,-29.6352142075602,-12.4315163578529,-19.2214491610313,-25.0186124757325,-6.14799863421887,-16.9015008925629,-24.3420912763489,-15.1905848023375,-14.4211848453905
21.5633140675784,"G10051","LM",2021-03-06,"Low","Cheap","Medium","Long","Hot","Storage tanks","Yes","Under review","Plastic","Rough",11.5549392940722,7.14992043001747,8.2316338947013,-1.3308549905349,10.9470736729266,-6.22841294705751,7.62319274785545,11.6654801062928,0.0971225383018792,8.45817274876759,61.4658643827479,48.1843454220537,60.8671391319318,64.8185007734426,62.5007749922318,52.3983935844072,72.1717786911394,64.899552755736,40.7716167960308,55.8993260838855,70.388390475506,78.3745412615106,84.5202595746788,65.1955365856059,74.6988405815436,73.6478039360894,77.1658903709259,84.1105643171301,62.2793497806504,68.0383486658034
9.99154810723292,"G10052","HI",2021-03-12,"Medium","Cheap","Fast","Very Long","Warm","Storage tanks","No","Under review","Wooden","Smooth",5.73787405952604,25.6094080971326,15.161547114285,18.0385744058304,18.9843154298943,11.857100402623,17.8274237954112,16.5929157193457,NA,13.0935922565466,76.9593040597213,85.9396051626272,92.3798344041924,74.6910438554319,72.7205386626777,75.4922478882224,97.5424871129747,82.3033012186735,83.0599250848189,63.5580475343442,30.9786911869554,-4.94226755529594,30.1525559440969,11.0161960119226,7.23167065746713,19.8952635891407,38.3257993953441,14.9876855763747,25.7649992272891,-0.483044639101024
12.3218600247364,"G10053","HI",2021-03-20,"Low","Expensive","Fast","Short","Warm","Control room","No","Under review","Plastic","Textured",28.8740192613444,20.2696215464134,17.516551886196,18.6641960660445,17.048043421721,25.6837483541411,20.5485434817364,15.4336771204871,NA,21.8800280810664,63.6763609842505,65.3109584363756,72.735655649877,49.3879009388717,75.3549291762348,79.579622987906,64.6875288687892,77.2074107130928,60.7449999374269,76.0814383455496,29.546238373279,21.1236917552026,12.6839555146791,12.6233430655205,-7.96557154132905,11.3169760576306,3.70093589736826,7.56224364892345,18.1939719252661,4.03385710953618
17.9319194537082,"G10054","LM",2021-03-26,"High","Cheap","Slow","Short","Warm","Steam plant","No","Checked","Wooden","Rough",25.9376914364481,19.8782367171644,35.0990461669155,25.8062539560297,25.422934889869,24.4217343140465,28.8548144479825,24.1400526197361,NA,23.5609491564513,33.209388608135,42.6262933105628,40.7576690394218,35.2028334995528,38.5870886673006,20.6316149281329,43.0669820156861,47.1336585801253,70.5450373244599,48.0135600167309,37.1510585961703,41.0860585582272,36.5430300313805,38.178629994771,38.2403854486091,22.0258024624635,29.2830499317055,19.7290776163459,24.7548685120057,17.0014985838976
13.1057319511633,"G10055","LM",2021-04-03,"Low","Fair","Medium","Very Long","Warm","Steam plant","Yes","Under review","Ceramic","Rough",19.7167118092504,13.428778552958,20.5362183582108,23.8383494055538,17.6017220258052,7.26456031621812,22.1348066996954,29.0440100539545,NA,17.3425922317634,68.6944433630297,59.0481710189907,70.1952456069019,54.9740900953764,53.641199366121,53.7266614255905,50.6386633588593,65.9287058130061,42.0788244905161,56.389098226596,39.0544361264973,46.2141060023018,60.122006314055,73.0136316864357,50.4770147149211,56.6919414331235,49.1320722313256,59.4710841842874,37.2104668890909,27.9938928306264
33.807719089439,"G10056","HI",2021-04-09,"High","Expensive","Medium","Long","Hot","Storage tanks","No","Under review","Wooden","Smooth",31.5380028757312,39.169325434091,29.4932217056291,29.6679265516663,22.0325062630023,33.3198356133653,36.7809006409481,30.4819472862884,31.0009406229184,23.5573370636435,18.9674347863842,43.106543329927,31.8863624864949,24.9007862042828,32.2578098819141,18.7567253400996,40.0122147277704,33.8379655534424,45.4100455950248,54.4678985346629,84.3677130899703,114.454378503196,93.2168291070569,76.3713933798344,112.745773718407,95.7230506914059,84.5164514609526,101.895894743854,102.204148087005,87.6357311878121
15.180808593978,"G10057","HI",2021-04-17,"High","Expensive","Fast","Long","Warm","Control room","Yes","Checked","Wooden","Textured",11.8518935026389,-0.559774059327967,1.42723504962811,-6.44216742002494,6.85069963512795,5.84707095263962,4.6769791922649,-1.07942971325525,3.5231652669613,-6.58234828996665,31.6038143994656,39.8366580795064,47.3692530704531,38.6220143397326,51.9102929236356,42.9173195554204,52.7424379839581,36.658985312674,42.4437035093093,39.2904507469833,78.466865870796,72.5746262538154,94.7211337126202,103.043997601006,89.5019190068198,86.1686116120866,96.2248540064994,95.3038398063794,88.2371119874712,89.7585441245176
22.4682999675537,"G10058","HI",2021-04-23,"Low","Expensive","Fast","Short","Cold","Steam plant","Yes","Checked","Wooden","Rough",30.8351490024321,30.2037687024286,30.4971033821511,36.4905819122749,30.8931038724733,32.8850872930695,31.5597368680517,38.6681651870427,31.9741284618892,33.4664124747918,99.3006320364965,101.285641751075,104.779580873686,94.1081324767139,95.4463884836864,103.472162900381,92.6699772811404,97.0260513930505,99.4639424102435,92.940696434631,44.1830116953393,32.2126000916346,51.3872385787493,34.9131931898535,53.7536176322295,29.3367932484569,41.9261952763016,56.3867409071374,14.4800280555155,43.2591928562585
11.5992489470113,"G10059","HI",2021-05-01,"Low","Fair","Medium","Short","Warm","Control room","Yes","Under review","Ceramic","Textured",4.979855306798,8.32318158458589,1.67707726493931,3.74199767188291,8.44449071249773,12.5419232219322,10.7328058880562,6.09340362994962,10.1770867432919,12.0607771010803,37.7246378071257,33.7783498221648,43.5866764445481,44.4674847649657,28.0024387199197,37.4550581716753,32.6825524481155,22.6381751815204,50.9839039888595,33.0227953210965,30.9682332036793,35.4986647103154,30.1472592358428,31.462116321665,54.7354148921699,29.539524035585,24.2249434637737,14.4284998904094,8.46777371089143,27.2181077634207
15.1061158356856,"G10060","HI",2021-05-07,"Medium","Expensive","Fast","Short","Hot","Control room","Yes","Under review","Ceramic","Textured",29.0895121327908,21.7402336630882,19.7113517875438,17.1550683766643,26.3332972307979,NA,19.9693691069568,15.1349071526523,NA,29.2787542266082,64.6828708597813,NA,73.6777381914614,82.3819456836891,77.8877946366465,82.0678417382261,70.6576441057389,NA,98.1958297181105,82.6043849905972,105.558369323841,111.182370697343,80.0030655464625,93.4209133961131,92.6981282370017,81.5625136184698,101.014003991803,79.6323930139606,NA,102.649414211102
